SESSION,COLLEGE,COURSE,"STUDENT ID",NAME,"YEAR LEVEL",SEMESTER,CODE,"SUBJECT NAME","SUBJECT TYPE",UNITS,SECTION,"TEACHER 1","SECTION 2","TEACHER 2",MODALITY,"ENLISTMENT MODE","ADMISSION TYPE",GENDER,P1,P2,P3,GRADE,REMARKS
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1702,"GARCIA, CARLO RAMOS",Y1S1,"YEAR 1","GEN 002","UNDERSTAND THE SELF",minor,3,COC-FAB-BSME1-01,"PEDRO FACULTY",COC-FAB-BSME1-01,"ANA FACULTY",FLEX,Regular,Regular,Male,82,84,85,2.25,Passed
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1702,"GARCIA, CARLO RAMOS",Y1S1,"YEAR 1","GEN 003","Science, Technology, and Society",minor,3,COC-FAB-BSME1-01,"PEDRO FACULTY",COC-FAB-BSME1-01,"ANA FACULTY",FLEX,Regular,Regular,Male,83,85,86,2.00,Passed
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1702,"GARCIA, CARLO RAMOS",Y1S1,"YEAR 1","MAT 152","Mathematics in the Modern World",minor,3,COC-FAB-BSME1-01,"PEDRO FACULTY",COC-FAB-BSME1-01,"ANA FACULTY",FLEX,Regular,Regular,Male,84,86,87,2.00,Passed
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1702,"GARCIA, CARLO RAMOS",Y1S1,"YEAR 1",HIS007,"Life and Works of Rizal",minor,3,COC-FAB-BSME1-01,"PEDRO FACULTY",COC-FAB-BSME1-01,"ANA FACULTY",FLEX,Regular,Regular,Male,85,87,88,2.00,Passed
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1702,"GARCIA, CARLO RAMOS",Y1S1,"YEAR 1","MAT 171","Calculus 1 for Engineers",minor,4,COC-FAB-BSME1-01,"PEDRO FACULTY",COC-FAB-BSME1-01,"ANA FACULTY",FLEX,Regular,Regular,Male,82,84,85,2.25,Passed
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1702,"GARCIA, CARLO RAMOS",Y1S1,"YEAR 1","MEE 095","Mechanical Engineering Orientation",core,1,COC-FAB-BSME1-01,"PEDRO FACULTY",COC-FAB-BSME1-01,"ANA FACULTY",FLEX,Regular,Regular,Male,83,85,86,2.00,Passed
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1702,"GARCIA, CARLO RAMOS",Y1S1,"YEAR 1","CHE 025","Chemistry for Engineers",core,4,COC-FAB-BSME1-01,"PEDRO FACULTY",COC-FAB-BSME1-01,"ANA FACULTY",FLEX,Regular,Regular,Male,84,86,87,2.00,Passed
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1702,"GARCIA, CARLO RAMOS",Y1S1,"YEAR 1","PED 025","Movement Enhancement",minor,2,COC-FAB-BSME1-01,"PEDRO FACULTY",COC-FAB-BSME1-01,"ANA FACULTY",FLEX,Regular,Regular,Male,85,87,88,2.00,Passed
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1702,"GARCIA, CARLO RAMOS",Y1S1,"YEAR 1","NST 021","National Service Training Program 1",minor,3,COC-FAB-BSME1-01,"PEDRO FACULTY",COC-FAB-BSME1-01,"ANA FACULTY",FLEX,Regular,Regular,Male,82,84,85,2.25,Passed
"SY 25-26 SEM I","College of Engineering and Architecture","Bachelor of Science in Mechanical Engineering",'25-1702,"GARCIA, CARLO RAMOS",Y1S1,"YEAR 1","PED 030","Physical Activities Towards Health and Fitness(PATHFit1) Movement Competency Training",minor,2,COC-FAB-BSME1-01,"PEDRO FACULTY",COC-FAB-BSME1-01,"ANA FACULTY",FLEX,Regular,Regular,Male,83,85,86,2.00,Passed
