SESSION,COLLEGE,COURSE,STUDENT ID,NAME,YEAR LEVEL,SEMESTER,CODE,SUBJECT NAME,SUBJECT TYPE,UNITS,SECTION,TEACHER 1,SECTION 2,TEACHER 2,MODALITY,ENLISTMENT MODE,ADMISSION TYPE,GENDER,P1,P2,P3,GRADE,REMARKS
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0001,"DELA CRUZ, ANA SANTOS",Y1S2,YEAR 1,GEN 008,Living in the IT Era,minor,3,COC-FAB-IT1-02,JUAN FACULTY,COC-FAB-IT1-02,MARIA FACULTY,FLEX,Regular,Regular,Female,87,89,90,1.75,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0001,"DELA CRUZ, ANA SANTOS",Y1S2,YEAR 1,ART 002,Art Appreciation,minor,3,COC-FAB-IT1-02,JUAN FACULTY,COC-FAB-IT1-02,MARIA FACULTY,FLEX,Regular,Regular,Female,88,90,91,1.50,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0001,"DELA CRUZ, ANA SANTOS",Y1S2,YEAR 1,GEN 005,The Contemporary World,minor,3,COC-FAB-IT1-02,JUAN FACULTY,COC-FAB-IT1-02,MARIA FACULTY,FLEX,Regular,Regular,Female,84,86,88,2.00,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0001,"DELA CRUZ, ANA SANTOS",Y1S2,YEAR 1,PED 031,Physical Activities Towards Health and Fitness 2 (PATHFit 2) Exercise-based Fitness Activity,minor,2,COC-FAB-IT1-02,JUAN FACULTY,COC-FAB-IT1-02,MARIA FACULTY,FLEX,Regular,Regular,Female,90,91,92,1.50,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0001,"DELA CRUZ, ANA SANTOS",Y1S2,YEAR 1,NST 022,National Service Training Program 2,minor,3,COC-FAB-IT1-02,JUAN FACULTY,COC-FAB-IT1-02,MARIA FACULTY,FLEX,Regular,Regular,Female,86,88,89,1.75,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0002,"REYES, MIGUEL CRUZ",Y1S1,YEAR 1,ITE 366,Introduction to Computing (Including IT Fundamentals),core,3,COC-FAB-IT1-01,JUAN FACULTY,COC-FAB-IT1-01,MARIA FACULTY,FLEX,Regular,Regular,Male,82,84,86,2.25,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0002,"REYES, MIGUEL CRUZ",Y1S1,YEAR 1,ITE 260,Computer Programming 1,core,3,COC-FAB-IT1-01,JUAN FACULTY,COC-FAB-IT1-01,MARIA FACULTY,FLEX,Regular,Regular,Male,83,85,87,2.00,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0002,"REYES, MIGUEL CRUZ",Y1S1,YEAR 1,GEN 002,UNDERSTAND THE SELF,minor,3,COC-FAB-IT1-01,JUAN FACULTY,COC-FAB-IT1-01,MARIA FACULTY,FLEX,Regular,Regular,Male,84,85,86,2.25,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0002,"REYES, MIGUEL CRUZ",Y1S1,YEAR 1,MAT 152,Mathematics in the Modern World,minor,3,COC-FAB-IT1-01,JUAN FACULTY,COC-FAB-IT1-01,MARIA FACULTY,FLEX,Regular,Regular,Male,80,82,84,2.50,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0002,"REYES, MIGUEL CRUZ",Y1S1,YEAR 1,GEN 001,Purposive Communication,minor,3,COC-FAB-IT1-01,JUAN FACULTY,COC-FAB-IT1-01,MARIA FACULTY,FLEX,Regular,Regular,Male,85,86,88,2.00,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0002,"REYES, MIGUEL CRUZ",Y1S1,YEAR 1,GEN 006,Ethics,minor,3,COC-FAB-IT1-01,JUAN FACULTY,COC-FAB-IT1-01,MARIA FACULTY,FLEX,Regular,Regular,Male,83,84,86,2.25,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0002,"REYES, MIGUEL CRUZ",Y1S1,YEAR 1,PED 030,Physical Activities Towards Health and Fitness(PATHFit1) Movement Competency Training,minor,2,COC-FAB-IT1-01,JUAN FACULTY,COC-FAB-IT1-01,MARIA FACULTY,FLEX,Regular,Regular,Male,88,89,90,1.75,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0002,"REYES, MIGUEL CRUZ",Y1S1,YEAR 1,NST 021,National Service Training Program 1,minor,3,COC-FAB-IT1-01,JUAN FACULTY,COC-FAB-IT1-01,MARIA FACULTY,FLEX,Regular,Regular,Male,84,85,87,2.00,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0002,"REYES, MIGUEL CRUZ",Y1S2,YEAR 1,ITE 186,Computer Programming 2,core,3,COC-FAB-IT1-02,JUAN FACULTY,COC-FAB-IT1-02,MARIA FACULTY,FLEX,Regular,Regular,Male,83,85,87,2.00,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0002,"REYES, MIGUEL CRUZ",Y1S2,YEAR 1,ITE 399,Human Computer Interaction 1,core,3,COC-FAB-IT1-02,JUAN FACULTY,COC-FAB-IT1-02,MARIA FACULTY,FLEX,Regular,Regular,Male,82,84,86,2.25,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0002,"REYES, MIGUEL CRUZ",Y1S2,YEAR 1,ITE 048,Discrete Structures,core,3,COC-FAB-IT1-02,JUAN FACULTY,COC-FAB-IT1-02,MARIA FACULTY,FLEX,Regular,Regular,Male,80,82,84,2.50,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0002,"REYES, MIGUEL CRUZ",Y1S2,YEAR 1,GEN 008,Living in the IT Era,minor,3,COC-FAB-IT1-02,JUAN FACULTY,COC-FAB-IT1-02,MARIA FACULTY,FLEX,Regular,Regular,Male,84,86,87,2.00,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0002,"REYES, MIGUEL CRUZ",Y1S2,YEAR 1,ART 002,Art Appreciation,minor,3,COC-FAB-IT1-02,JUAN FACULTY,COC-FAB-IT1-02,MARIA FACULTY,FLEX,Regular,Regular,Male,85,87,88,2.00,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0002,"REYES, MIGUEL CRUZ",Y1S2,YEAR 1,GEN 005,The Contemporary World,minor,3,COC-FAB-IT1-02,JUAN FACULTY,COC-FAB-IT1-02,MARIA FACULTY,FLEX,Regular,Regular,Male,82,84,86,2.25,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0002,"REYES, MIGUEL CRUZ",Y1S2,YEAR 1,PED 031,Physical Activities Towards Health and Fitness 2 (PATHFit 2) Exercise-based Fitness Activity,minor,2,COC-FAB-IT1-02,JUAN FACULTY,COC-FAB-IT1-02,MARIA FACULTY,FLEX,Regular,Regular,Male,88,89,91,1.75,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'25-0002,"REYES, MIGUEL CRUZ",Y1S2,YEAR 1,NST 022,National Service Training Program 2,minor,3,COC-FAB-IT1-02,JUAN FACULTY,COC-FAB-IT1-02,MARIA FACULTY,FLEX,Regular,Regular,Male,84,86,87,2.00,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'24-0003,"SANTOS, LARA MENDOZA",Y2S1,YEAR 2,ITE 298,Information Management (Including Fundamentals of Database Systems),core,3,COC-FAB-IT2-01,PEDRO FACULTY,COC-FAB-IT2-01,ANA FACULTY,FLEX,Regular,Regular,Female,89,91,90,1.50,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'24-0003,"SANTOS, LARA MENDOZA",Y2S1,YEAR 2,ITE 300,Object-Oriented Programming,core,3,COC-FAB-IT2-01,PEDRO FACULTY,COC-FAB-IT2-01,ANA FACULTY,FLEX,Regular,Regular,Female,88,90,91,1.50,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'24-0003,"SANTOS, LARA MENDOZA",Y2S1,YEAR 2,ITE 292,Networking 1,core,3,COC-FAB-IT2-01,PEDRO FACULTY,COC-FAB-IT2-01,ANA FACULTY,FLEX,Regular,Regular,Female,87,89,90,1.75,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'24-0003,"SANTOS, LARA MENDOZA",Y2S1,YEAR 2,ITE 031,Data Structure and Algorithms,core,3,COC-FAB-IT2-01,PEDRO FACULTY,COC-FAB-IT2-01,ANA FACULTY,FLEX,Regular,Regular,Female,86,88,89,1.75,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'24-0003,"SANTOS, LARA MENDOZA",Y2S1,YEAR 2,ITE 083,IT Project Management,core,3,COC-FAB-IT2-01,PEDRO FACULTY,COC-FAB-IT2-01,ANA FACULTY,FLEX,Regular,Regular,Female,88,89,90,1.75,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'24-0003,"SANTOS, LARA MENDOZA",Y2S1,YEAR 2,GEN 003,"Science, Technology, and Society",minor,3,COC-FAB-IT2-01,PEDRO FACULTY,COC-FAB-IT2-01,ANA FACULTY,FLEX,Regular,Regular,Female,89,90,91,1.50,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'24-0003,"SANTOS, LARA MENDOZA",Y2S1,YEAR 2,PED 032,Physical Activities Towards Health and Fitness (PATHFit 3) Individual and Dual Sports,minor,2,COC-FAB-IT2-01,PEDRO FACULTY,COC-FAB-IT2-01,ANA FACULTY,FLEX,Regular,Regular,Female,90,91,92,1.50,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'24-0003,"SANTOS, LARA MENDOZA",Y2S1,YEAR 2,SSP 005,Student Success Program 1,minor,1,COC-FAB-IT2-01,PEDRO FACULTY,COC-FAB-IT2-01,ANA FACULTY,FLEX,Regular,Regular,Female,91,92,93,1.25,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'24-0003,"SANTOS, LARA MENDOZA",Y2S1,YEAR 2,HIS 007,Life and Works of Rizal,minor,3,COC-FAB-IT2-01,PEDRO FACULTY,COC-FAB-IT2-01,ANA FACULTY,FLEX,Regular,Regular,Female,88,90,91,1.50,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'24-0003,"SANTOS, LARA MENDOZA",Y2S2,YEAR 2,ITE393,Applications Development (Emerging Technologies) including Event-Driven Programming,core,3,COC-FAB-IT2-02,PEDRO FACULTY,COC-FAB-IT2-02,ANA FACULTY,FLEX,Regular,Regular,Female,88,90,91,1.50,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'24-0003,"SANTOS, LARA MENDOZA",Y2S2,YEAR 2,ITE400,Systems Integration and Architecture,core,3,COC-FAB-IT2-02,PEDRO FACULTY,COC-FAB-IT2-02,ANA FACULTY,FLEX,Regular,Regular,Female,87,89,90,1.75,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'24-0003,"SANTOS, LARA MENDOZA",Y2S2,YEAR 2,ITE360,Web Systems and Technologies,core,3,COC-FAB-IT2-02,PEDRO FACULTY,COC-FAB-IT2-02,ANA FACULTY,FLEX,Regular,Regular,Female,86,88,89,1.75,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'24-0003,"SANTOS, LARA MENDOZA",Y2S2,YEAR 2,ITE380,Human Computer Interaction,core,3,COC-FAB-IT2-02,PEDRO FACULTY,COC-FAB-IT2-02,ANA FACULTY,FLEX,Regular,Regular,Female,89,90,91,1.50,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'24-0003,"SANTOS, LARA MENDOZA",Y2S2,YEAR 2,GEN004,Readings in Philippine History,minor,3,COC-FAB-IT2-02,PEDRO FACULTY,COC-FAB-IT2-02,ANA FACULTY,FLEX,Regular,Regular,Female,88,90,91,1.50,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'24-0003,"SANTOS, LARA MENDOZA",Y2S2,YEAR 2,GEN009,The Entrepreneurial Mind,minor,3,COC-FAB-IT2-02,PEDRO FACULTY,COC-FAB-IT2-02,ANA FACULTY,FLEX,Regular,Regular,Female,87,89,90,1.75,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'24-0003,"SANTOS, LARA MENDOZA",Y2S2,YEAR 2,GEN013,People and the Earth's Ecosystem,minor,3,COC-FAB-IT2-02,PEDRO FACULTY,COC-FAB-IT2-02,ANA FACULTY,FLEX,Regular,Regular,Female,88,90,91,1.50,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'24-0003,"SANTOS, LARA MENDOZA",Y2S2,YEAR 2,PED033,Physical Activities Toward Health and Fitness 4 (PATHFit 4): Team Sports,minor,2,COC-FAB-IT2-02,PEDRO FACULTY,COC-FAB-IT2-02,ANA FACULTY,FLEX,Regular,Regular,Female,90,91,92,1.50,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'24-0003,"SANTOS, LARA MENDOZA",Y2S2,YEAR 2,SSP006,Student Success Program 2,minor,1,COC-FAB-IT2-02,PEDRO FACULTY,COC-FAB-IT2-02,ANA FACULTY,FLEX,Regular,Regular,Female,91,92,93,1.25,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0004,"GARCIA, CARLO RAMOS",Y3S1,YEAR 3,ITE359,Networking 2,core,3,COC-FAB-IT3-01,LUZ FACULTY,COC-FAB-IT3-01,CARLO FACULTY,FLEX,Regular,Regular,Male,84,87,86,2.00,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0004,"GARCIA, CARLO RAMOS",Y3S1,YEAR 3,ITE369,Information Assurance and Security 1,core,3,COC-FAB-IT3-01,LUZ FACULTY,COC-FAB-IT3-01,CARLO FACULTY,FLEX,Regular,Regular,Male,85,88,87,2.00,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0004,"GARCIA, CARLO RAMOS",Y3S1,YEAR 3,ITE353,Data Scalability and Analytics,core,3,COC-FAB-IT3-01,LUZ FACULTY,COC-FAB-IT3-01,CARLO FACULTY,FLEX,Regular,Regular,Male,86,88,89,1.75,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0004,"GARCIA, CARLO RAMOS",Y3S1,YEAR 3,ITE307,Quantitative Methods (including Modeling and Simulation),core,3,COC-FAB-IT3-01,LUZ FACULTY,COC-FAB-IT3-01,CARLO FACULTY,FLEX,Regular,Regular,Male,84,86,88,2.00,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0004,"GARCIA, CARLO RAMOS",Y3S1,YEAR 3,ITE397,Advanced Database Systems (including Advanced Systems Integration and Architecture),core,3,COC-FAB-IT3-01,LUZ FACULTY,COC-FAB-IT3-01,CARLO FACULTY,FLEX,Regular,Regular,Male,85,87,89,2.00,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0004,"GARCIA, CARLO RAMOS",Y3S1,YEAR 3,ITE387,Advanced Programming,core,3,COC-FAB-IT3-01,LUZ FACULTY,COC-FAB-IT3-01,CARLO FACULTY,FLEX,Regular,Regular,Male,86,88,90,1.75,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0004,"GARCIA, CARLO RAMOS",Y3S1,YEAR 3,SSP007,Student Success Program 3,minor,1,COC-FAB-IT3-01,LUZ FACULTY,COC-FAB-IT3-01,CARLO FACULTY,FLEX,Regular,Regular,Male,88,89,90,1.75,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0004,"GARCIA, CARLO RAMOS",Y3S2,YEAR 3,ITE309,Capstone Project and Research 1,core,3,COC-FAB-IT3-02,LUZ FACULTY,COC-FAB-IT3-02,CARLO FACULTY,FLEX,Regular,Regular,Male,85,87,89,2.00,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0004,"GARCIA, CARLO RAMOS",Y3S2,YEAR 3,ITE293,Systems Administration and Maintenance,core,3,COC-FAB-IT3-02,LUZ FACULTY,COC-FAB-IT3-02,CARLO FACULTY,FLEX,Regular,Regular,Male,84,86,88,2.00,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0004,"GARCIA, CARLO RAMOS",Y3S2,YEAR 3,ITE370,Information Assurance and Security 2,core,3,COC-FAB-IT3-02,LUZ FACULTY,COC-FAB-IT3-02,CARLO FACULTY,FLEX,Regular,Regular,Male,85,87,89,2.00,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0004,"GARCIA, CARLO RAMOS",Y3S2,YEAR 3,ITE401,Platform Technologies,core,3,COC-FAB-IT3-02,LUZ FACULTY,COC-FAB-IT3-02,CARLO FACULTY,FLEX,Regular,Regular,Male,86,88,89,1.75,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0004,"GARCIA, CARLO RAMOS",Y3S2,YEAR 3,ITE235,Game Development,core,3,COC-FAB-IT3-02,LUZ FACULTY,COC-FAB-IT3-02,CARLO FACULTY,FLEX,Regular,Regular,Male,87,89,90,1.75,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0004,"GARCIA, CARLO RAMOS",Y3S2,YEAR 3,ITE386,Cloud Programming,core,3,COC-FAB-IT3-02,LUZ FACULTY,COC-FAB-IT3-02,CARLO FACULTY,FLEX,Regular,Regular,Male,86,88,90,1.75,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0004,"GARCIA, CARLO RAMOS",Y3S2,YEAR 3,SSP008,Student Success Program 4,minor,1,COC-FAB-IT3-02,LUZ FACULTY,COC-FAB-IT3-02,CARLO FACULTY,FLEX,Regular,Regular,Male,88,89,90,1.75,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0005,"VILLANUEVA, SOPHIA REYES",Y3S1,YEAR 3,ITE359,Networking 2,core,3,COC-FAB-IT3-01,LUZ FACULTY,COC-FAB-IT3-01,CARLO FACULTY,FLEX,Regular,Regular,Female,92,93,94,1.25,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0005,"VILLANUEVA, SOPHIA REYES",Y3S1,YEAR 3,ITE369,Information Assurance and Security 1,core,3,COC-FAB-IT3-01,LUZ FACULTY,COC-FAB-IT3-01,CARLO FACULTY,FLEX,Regular,Regular,Female,90,92,93,1.25,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0005,"VILLANUEVA, SOPHIA REYES",Y3S1,YEAR 3,ITE353,Data Scalability and Analytics,core,3,COC-FAB-IT3-01,LUZ FACULTY,COC-FAB-IT3-01,CARLO FACULTY,FLEX,Regular,Regular,Female,91,92,94,1.25,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0005,"VILLANUEVA, SOPHIA REYES",Y3S1,YEAR 3,ITE307,Quantitative Methods (including Modeling and Simulation),core,3,COC-FAB-IT3-01,LUZ FACULTY,COC-FAB-IT3-01,CARLO FACULTY,FLEX,Regular,Regular,Female,89,91,92,1.50,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0005,"VILLANUEVA, SOPHIA REYES",Y3S1,YEAR 3,ITE397,Advanced Database Systems (including Advanced Systems Integration and Architecture),core,3,COC-FAB-IT3-01,LUZ FACULTY,COC-FAB-IT3-01,CARLO FACULTY,FLEX,Regular,Regular,Female,90,92,93,1.25,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0005,"VILLANUEVA, SOPHIA REYES",Y3S1,YEAR 3,ITE383,Network Security,core,3,COC-FAB-IT3-01,LUZ FACULTY,COC-FAB-IT3-01,CARLO FACULTY,FLEX,Regular,Regular,Female,91,92,93,1.25,Passed
SY 25-26 SEM I,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0005,"VILLANUEVA, SOPHIA REYES",Y3S1,YEAR 3,SSP007,Student Success Program 3,minor,1,COC-FAB-IT3-01,LUZ FACULTY,COC-FAB-IT3-01,CARLO FACULTY,FLEX,Regular,Regular,Female,92,93,94,1.25,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0005,"VILLANUEVA, SOPHIA REYES",Y3S2,YEAR 3,ITE309,Capstone Project and Research 1,core,3,COC-FAB-IT3-02,LUZ FACULTY,COC-FAB-IT3-02,CARLO FACULTY,FLEX,Regular,Regular,Female,90,92,93,1.25,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0005,"VILLANUEVA, SOPHIA REYES",Y3S2,YEAR 3,ITE293,Systems Administration and Maintenance,core,3,COC-FAB-IT3-02,LUZ FACULTY,COC-FAB-IT3-02,CARLO FACULTY,FLEX,Regular,Regular,Female,89,91,92,1.50,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0005,"VILLANUEVA, SOPHIA REYES",Y3S2,YEAR 3,ITE370,Information Assurance and Security 2,core,3,COC-FAB-IT3-02,LUZ FACULTY,COC-FAB-IT3-02,CARLO FACULTY,FLEX,Regular,Regular,Female,90,92,93,1.25,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0005,"VILLANUEVA, SOPHIA REYES",Y3S2,YEAR 3,ITE401,Platform Technologies,core,3,COC-FAB-IT3-02,LUZ FACULTY,COC-FAB-IT3-02,CARLO FACULTY,FLEX,Regular,Regular,Female,91,92,94,1.25,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0005,"VILLANUEVA, SOPHIA REYES",Y3S2,YEAR 3,ITE384,Computer Forensics,core,3,COC-FAB-IT3-02,LUZ FACULTY,COC-FAB-IT3-02,CARLO FACULTY,FLEX,Regular,Regular,Female,90,91,93,1.25,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0005,"VILLANUEVA, SOPHIA REYES",Y3S2,YEAR 3,ITE385,Ethical Hacking,core,3,COC-FAB-IT3-02,LUZ FACULTY,COC-FAB-IT3-02,CARLO FACULTY,FLEX,Regular,Regular,Female,91,92,94,1.25,Passed
SY 25-26 SEM II,College of Information Technology Education,Bachelor of Science in Information Technology,'23-0005,"VILLANUEVA, SOPHIA REYES",Y3S2,YEAR 3,SSP008,Student Success Program 4,minor,1,COC-FAB-IT3-02,LUZ FACULTY,COC-FAB-IT3-02,CARLO FACULTY,FLEX,Regular,Regular,Female,92,93,94,1.25,Passed
